"","...1","species","longitude","latitude","genus","state","province","locality","elevation.in.m","principal.collector","determinator","herbarium","collection.code","picture.code.link","note","original.name","x","link2","gbifid","link","datasetkey","countrycode","stateprovince","elevation","basisofrecord","institutioncode","collectioncode","catalognumber","recordnumber","identifiedby","recordedby","tae","region","location","elevation2","main.collector","note1","note2","x.1","scientificname","typestatus","altitude.in.m","determined.by","verbatimscientificname","x.2","occurrenceid","kingdom","phylum","class","order","family","infraspecificepithet","taxonrank","verbatimscientificnameauthorship","occurrencestatus","individualcount","publishingorgkey","coordinateuncertaintyinmeters","coordinateprecision","elevationaccuracy","depth","depthaccuracy","eventdate","day","month","year","taxonkey","specieskey","dateidentified","license","rightsholder","establishmentmeans","lastinterpreted","mediatype","issue","cataloguenumber.colectioncode","note.1"
"2737",2769,"newii",37.327237,-3.09379,"Helichrysum",NA,"Kilimanjaro",NA,NA,"J. Allen RaTanzanialaff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2423254790",NA,"Tanzania",NA,NA,NA,"iNaturalist Research-grade Observations",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2738",2770,"newii",37.32422,-3.08927,"Helichrysum",NA,"Kilimanjaro",NA,NA,"Nigel Forshaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2422824550",NA,"Tanzania",NA,NA,NA,"iNaturalist Research-grade Observations",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2739",2771,"newii",37.43499,-3.13239,"Helichrysum",NA,"Kilimanjaro",NA,NA,"Nigel Forshaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2422824526",NA,"Tanzania",NA,NA,NA,"iNaturalist Research-grade Observations",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2740",2772,"newii",37.273435,-3.055367,"Helichrysum",NA,"Kilimanjaro",NA,NA,"Phil Stouffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2422823385",NA,"Tanzania",NA,NA,NA,"iNaturalist Research-grade Observations",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2741",2773,"newii",36.773072,-3.21859,"Helichrysum",NA,"Arusha",NA,NA,"avocat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1944373535",NA,"Tanzania",NA,NA,NA,"iNaturalist Research-grade Observations",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742",2774,"newii",37.304722,-0.084167,"Helichrysum",NA,"Eastern Province","Meru, Mount Kenianya, between Old Moses Hut and Liki North Hut","3910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1936296359",NA,"Kenya",NA,NA,NA,"CSIC-Real Jardín Botánico-Colección de Plantas Vasculares (MA)",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743",2775,"newii",36.76975,-3.218128,"Helichrysum",NA,"Arusha",NA,NA,"avocat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1890042039",NA,"Tanzania",NA,NA,NA,"iNaturalist Research-grade Observations",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744",2776,"newii",29.689444,-1.382499,"Helichrysum",NA,NA,"Volcan Muhavura (frontiÃ¨re Ugandaanda-Ruanda)",NA,"Humbert H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1840120606",NA,"Rwanda",NA,NA,NA,"Meise Botanic Garden Herbarium (BR)",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745",2777,"newii",29.25,-1.516667,"Helichrysum",NA,NA,"Nyiragongo",NA,"LÃ©onard A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1840120544",NA,"Congo",NA,NA,NA,"Meise Botanic Garden Herbarium (BR)",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2746",2778,"newii",29.416667,-1.466667,"Helichrysum",NA,NA,"MiKeniano (Kobare)",NA,"de Witte G.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1839461384",NA,"Congo",NA,NA,NA,"Meise Botanic Garden Herbarium (BR)",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2747",2779,"newii",37.278,-3.0686,"Helichrysum",NA,NA,"Mt. Kilimanjaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1830870503",NA,"Tanzania",NA,NA,NA,"African Plants - a photo guide",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2748",2780,"newii",37.451363,-3.077609,"Helichrysum",NA,"Kilimanjaro",NA,NA,"janaohrner",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1572339258",NA,"Tanzania",NA,NA,NA,"iNaturalist Research-grade Observations",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749",2781,"newii",37.31,-3.11,"Helichrysum",NA,NA,"Mt. Kilimanjaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1563159494",NA,"Tanzania",NA,NA,NA,"African Plants - a photo guide",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750",2782,"newii",29.655876,-1.369727,"Helichrysum",NA,NA,"Muhavura (4127m) im Mgahinga Gorilla National Park",NA,"-640879862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1338825920",NA,"Uganda",NA,NA,NA,"naturgucker",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751",2783,"newii",36.773333,-3.215833,"Helichrysum",NA,"Arusha","T2, Arusha National Park. Little Meru Peak, near top of S-facing slope.","3650","A.S. MKeniaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1258775716",NA,"Tanzania",NA,NA,NA,"Tropicos Specimen Data",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752",2784,"newii",36.77472,-3.21166,"Helichrysum",NA,"Arusha","T2. Arumeru District, Arusha National Park, Little Meru Peak, around top of Mt. Meru. Rocky ground around summit.","3795","L. Festo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1258563432",NA,"Tanzania",NA,NA,NA,"Tropicos Specimen Data",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2753",2785,"newii",36.77,-3.21,"Helichrysum",NA,"Arusha","Tanzania. Arusha. T2. Arumeru District, Arusha National Park, Little Meru Peak, around top of Mt. Meru.","3795","L. Festo & J. Mlangwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1096660794",NA,"Tanzania",NA,NA,NA,"Phanerogamic Botanical Collections (S)",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2754",2786,"stuhlmanii",29.921092,0.366823,"Helichrysum",NA,NA,NA,NA,"Lisowski S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/3476792005",NA,"Uganda",NA,NA,NA,"Natural History Collections of the Faculty of Biology AMU",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755",2787,"stuhlmanii",36.70831,-0.62765,"Helichrysum",NA,NA,NA,NA,"Rammell",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/3476788990",NA,"Kenya",NA,NA,NA,"Natural History Collections of the Faculty of Biology AMU",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2756",2788,"stuhlmanii",29.873482,0.385412,"Helichrysum",NA,NA,NA,NA,"Lisowski S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/3476760009",NA,"Congo",NA,NA,NA,"Natural History Collections of the Faculty of Biology AMU",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2757",2789,"stuhlmanii",29.9367,0.3762,"Helichrysum",NA,NA,"Bigo Camp, Ruwenzori","3500","J. Aldasoro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/3326661460",NA,"Uganda",NA,NA,NA,"Institut Botanic de Barcelona (IBB, CSIC-Ajuntament de Barcelona), BC-Plantae",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2758",2790,"stuhlmanii",29.92527,0.38567,"Helichrysum",NA,NA,"Rwenzori mountains, Lower Bigo Bog. West of John Matte Hut.","3435","SpeciationClock Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2899413356",NA,"Uganda",NA,NA,NA,"NHMO DNA Bank Vascular plants collection",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2759",2791,"stuhlmanii",29.93,0.376867,"Helichrysum",NA,NA,"Rwenzori Mts: Lower Bukurungu Valley","3612","AFROALP II team",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2571292512",NA,"Uganda",NA,NA,NA,"NHMO DNA Bank Vascular plants collection",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760",2792,"stuhlmanii",29.9365,0.400783,"Helichrysum",NA,NA,"Rwenzori Mts: Bukurungu Valley","3795","AFROALP II team",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2571291549",NA,"Uganda",NA,NA,NA,"NHMO DNA Bank Vascular plants collection",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2761",2793,"stuhlmanii",29.880389,0.391778,"Helichrysum",NA,NA,"Rwenzori Mts: Albert Peak","4153","AFROALP II team",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2571291518",NA,"Uganda",NA,NA,NA,"NHMO DNA Bank Vascular plants collection",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2762",2794,"stuhlmanii",29.901483,0.376767,"Helichrysum",NA,NA,"Rwenzori Mts: Lower Bujuku Valley","3868","AFROALP II team",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2571291397",NA,"Uganda",NA,NA,NA,"NHMO DNA Bank Vascular plants collection",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763",2795,"stuhlmanii",29.9273,0.385017,"Helichrysum",NA,NA,"Rwenzori Mts: Lower Bigo Valley","3425","AFROALP II team",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2571290358",NA,"Uganda",NA,NA,NA,"NHMO DNA Bank Vascular plants collection",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2764",2796,"stuhlmanii",29.913733,0.3852,"Helichrysum",NA,NA,"Rwenzori Mts: Upper Bigo Valley","3574","AFROALP II team",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2571288191",NA,"Uganda",NA,NA,NA,"NHMO DNA Bank Vascular plants collection",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765",2797,"stuhlmanii",29.8857,0.38555,"Helichrysum",NA,NA,"Rwenzori Mts: Bujuku","4070","AFROALP II team",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2571288083",NA,"Uganda",NA,NA,NA,"NHMO DNA Bank Vascular plants collection",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2766",2798,"stuhlmanii",29.88875,0.384267,"Helichrysum",NA,NA,"Rwenzori Mts: Bujuku","3953","AFROALP II team",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2571286290",NA,"Uganda",NA,NA,NA,"NHMO DNA Bank Vascular plants collection",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767",2799,"stuhlmanii",29.916983,0.392383,"Helichrysum",NA,NA,"Rwenzori Mts: Mugusu Valley","3768","AFROALP II team",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2571285053",NA,"Uganda",NA,NA,NA,"NHMO DNA Bank Vascular plants collection",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2768",2800,"stuhlmanii",29.89895,0.3758,"Helichrysum",NA,NA,"Rwenzori Mts: Lower Bujuku Valley","3868","AFROALP II team",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2571278966",NA,"Uganda",NA,NA,NA,"NHMO DNA Bank Vascular plants collection",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769",2801,"stuhlmanii",29.886733,0.372583,"Helichrysum",NA,NA,"Rwenzori Mts: Near Mt Becker","4045","AFROALP II team",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2571244743",NA,"Uganda",NA,NA,NA,"NHMO DNA Bank Vascular plants collection",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770",2802,"stuhlmanii",29.85,0.366667,"Helichrysum",NA,"Nord-Kivu","vallon de la Kererel, piste Mahungu Kiondo.",NA,"Witte GF de",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2517709477",NA,"Congo",NA,NA,NA,"aturalis Biodiversity Center (NL) - Botany",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2771",2803,"stuhlmanii",29.85,0.35,"Helichrysum",NA,"Nord-Kivu","affl. de la Mososa Ã l'Est de Mahungu.",NA,"Witte GF de",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2517480602",NA,"Congo",NA,NA,NA,"aturalis Biodiversity Center (NL) - Botany",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2772",2804,"stuhlmanii",29.783333,0.35,"Helichrysum",NA,"Nord-Kivu","Ruwenzori, Butagu, Albert National Park.",NA,"Bequaert JCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/2515839776",NA,"Congo",NA,NA,NA,"aturalis Biodiversity Center (NL) - Botany",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2773",2805,"stuhlmanii",29.833333,0.333333,"Helichrysum",NA,NA,"Iterere camp, West of Mt. Stanley, West Ruwenzori",NA,"Chapin J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1839431336",NA,"Congo",NA,NA,NA,"Meise Botanic Garden Herbarium (BR)",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2774",2806,"stuhlmanii",29.866667,0.383333,"Helichrysum",NA,NA,"Mont Stanley",NA,"Hauman L.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1839431330",NA,"Congo",NA,NA,NA,"Meise Botanic Garden Herbarium (BR)",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2775",2807,"stuhlmanii",29.916667,0.266667,"Helichrysum",NA,NA,"Kasese, Busongora county",NA,"Katende A.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1839431308",NA,"Uganda",NA,NA,NA,"Meise Botanic Garden Herbarium (BR)",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776",2808,"stuhlmanii",29.9,0.433333,"Helichrysum",NA,NA,"N. spur of Mt. Emin",NA,"Ross R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1839431144",NA,"Congo",NA,NA,NA,"Meise Botanic Garden Herbarium (BR)",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777",2809,"stuhlmanii",29.916667,0.466667,"Helichrysum",NA,"Nord-Kivu","Upper Ruanoli River.","3900","H.A. Osmaston",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1265215101",NA,"Congo",NA,NA,NA,"Tropicos Specimen Data",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2778",2810,"stuhlmanii",29.933333,0.3,"Helichrysum",NA,"Western","Ruwenzori, Namwamba Valley.","3660","George Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1265215064",NA,"Uganda",NA,NA,NA,"Tropicos Specimen Data",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2779",2811,"stuhlmanii",29.95,0.3,"Helichrysum",NA,"Western","Ruwenzori, Namwamba Valley.","3355","George Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1265215036",NA,"Uganda",NA,NA,NA,"Tropicos Specimen Data",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2780",2812,"stuhlmanii",29.85,0.383333,"Helichrysum",NA,"Nord-Kivu","W du Mt. Stanley.",NA,"J.P. Chapin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.gbif.org/occurrence/1264719364",NA,"Congo",NA,NA,NA,"Tropicos Specimen Data",NA,NA,NA,NA,NA,"EA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
